200 800
56 139 1121
56 188 1172
56 197 1100
57 58 400
58 6 1085
58 38 245
58 43 470
58 59 400
58 102 446
58 160 753
58 161 396
59 12 801
59 44 442
59 49 542
59 58 1174
59 60 400
59 97 910
59 124 580
60 57 712
60 61 400
60 70 422
60 88 925
60 93 1151
60 105 200
60 111 892
61 62 400
61 67 591
61 68 1145
61 100 419
61 102 1096
62 18 249
62 59 979
62 63 400
62 136 822
62 161 868
63 64 400
63 119 672
63 170 726
63 172 908
63 199 890
64 7 1106
64 27 915
64 65 400
64 83 258
64 162 878
64 184 767
65 66 400
65 125 1135
66 3 284
66 67 400
67 39 1126
67 41 694
67 68 400
68 69 400
68 152 917
68 175 1028
69 70 400
69 85 785
69 123 263
69 161 903
69 200 229
70 71 400
70 132 548
70 183 1081
71 36 788
71 72 400
71 79 529
71 111 348
71 146 271
72 40 1159
72 73 400
72 133 457
72 170 572
72 193 681
73 34 480
73 38 820
73 66 910
73 74 400
73 165 289
74 75 400
74 167 1149
75 12 1062
75 21 421
75 22 306
75 40 1026
75 45 1061
75 76 400
75 155 560
75 158 354
75 171 783
76 28 566
76 77 400
76 126 987
76 150 892
76 170 1132
76 171 1199
76 193 1049
77 51 325
77 78 400
77 158 1030
78 28 545
78 34 265
78 79 400
78 87 962
78 91 293
78 158 1023
78 167 756
78 183 793
78 189 311
79 3 591
79 55 1187
79 80 400
79 83 235
79 89 262
79 139 571
80 81 400
80 100 879
80 124 1077
81 13 404
81 74 842
81 82 400
81 125 814
81 130 961
81 196 790
82 2 201
82 26 953
82 83 400
82 119 1104
82 122 785
82 157 702
83 21 1130
83 52 885
83 84 400
83 87 683
83 169 894
84 32 523
84 85 400
84 106 756
84 156 955
85 9 283
85 58 1188
85 76 221
85 86 400
86 60 223
86 87 400
86 97 469
86 134 669
86 195 289
87 88 400
87 115 662
87 148 798
88 33 755
88 40 762
88 65 1053
88 89 400
88 105 897
88 117 619
88 127 662
88 132 817
89 22 1120
89 83 418
89 90 400
89 123 801
89 126 325
89 182 736
90 20 784
90 51 514
90 91 400
90 198 340
91 10 589
91 24 556
91 28 879
91 48 882
91 54 290
91 92 400
91 174 1135
91 180 598
92 40 1100
92 51 361
92 84 1195
92 93 400
92 145 894
93 94 400
93 115 974
93 116 382
93 140 713
93 142 1138
93 158 721
93 171 242
93 179 1195
93 199 575
94 79 1044
94 90 826
94 92 395
94 95 400
94 174 808
95 7 461
95 61 1037
95 75 436
95 96 400
95 102 959
95 126 331
95 136 572
96 47 923
96 74 532
96 97 400
97 51 300
97 98 400
97 99 226
97 123 611
97 170 1054
98 32 447
98 72 1195
98 99 400
98 133 361
98 149 305
98 168 1042
98 199 304
99 20 472
99 100 400
99 190 488
100 18 1054
100 48 1109
100 58 686
100 62 1031
100 101 400
100 183 840
101 5 494
101 26 457
101 59 627
101 102 400
101 122 735
101 177 202
102 23 501
102 40 421
102 71 341
102 103 400
102 158 1096
102 159 960
103 68 627
103 104 400
103 165 772
104 33 916
104 48 486
104 105 400
104 161 952
105 10 347
105 17 873
105 83 361
105 106 400
105 111 510
105 113 367
105 138 1171
105 158 781
105 161 1157
106 56 849
106 107 400
106 109 1170
106 173 256
107 94 334
107 108 400
107 122 1038
108 46 240
108 109 400
108 164 491
108 167 1184
108 177 429
108 180 1103
108 193 938
109 70 949
109 74 587
109 76 672
109 110 400
109 170 223
109 187 1177
110 13 713
110 87 837
110 90 769
110 111 400
110 192 724
111 72 688
111 112 400
111 183 1182
111 191 819
112 105 1123
112 110 773
112 113 400
113 49 998
113 114 400
113 188 579
114 115 400
114 148 330
115 116 400
116 79 214
116 96 1128
116 112 644
116 117 400
116 150 716
116 195 331
117 10 253
117 76 1146
117 118 400
117 169 642
118 17 911
118 31 754
118 39 986
118 61 1182
118 71 1164
118 119 400
118 136 384
118 147 621
118 186 647
119 41 1129
119 120 400
119 196 873
120 3 348
120 22 718
120 67 363
120 121 400
120 122 1162
120 125 1062
121 35 1144
121 45 396
121 79 309
121 82 795
121 103 1189
121 111 885
121 122 400
121 129 579
121 137 644
121 144 1055
122 66 396
122 67 695
122 123 400
122 161 762
122 185 354
123 71 204
123 78 593
123 115 744
123 124 400
123 145 282
123 147 786
124 24 1065
124 26 679
124 47 789
124 125 400
124 157 607
125 43 457
125 115 337
125 126 400
125 169 801
126 2 1084
126 10 325
126 30 1147
126 116 972
126 127 400
127 15 493
127 103 493
127 128 400
127 172 217
128 92 585
128 108 696
128 129 400
129 3 704
129 5 436
129 45 335
129 50 368
129 114 352
129 130 400
129 149 804
129 169 783
130 31 247
130 76 509
130 79 324
130 131 400
130 171 393
131 23 990
131 55 231
131 104 358
131 118 901
131 132 400
132 9 1009
132 39 921
132 133 400
132 164 914
132 187 296
133 85 469
133 120 416
133 129 1094
133 134 400
133 144 844
134 22 567
134 36 379
134 106 442
134 135 400
135 136 400
135 156 569
136 13 745
136 20 858
136 42 512
136 60 211
136 99 589
136 108 1002
136 128 425
136 129 1084
136 137 400
136 184 752
137 30 407
137 131 263
137 138 400
138 23 473
138 82 470
138 90 562
138 139 400
138 162 504
138 179 1142
139 8 550
139 14 314
139 140 400
140 141 400
140 143 830
140 161 287
141 46 1003
141 127 1096
141 139 667
141 142 400
142 24 590
142 80 519
142 143 400
142 145 705
142 163 1016
142 193 1077
143 35 1042
143 43 499
143 45 796
143 144 400
143 188 373
144 83 766
144 125 655
144 145 400
144 151 397
145 36 516
145 113 301
145 146 400
146 6 427
146 30 949
146 45 618
146 147 400
146 158 516
146 180 363
147 21 396
147 65 476
147 81 689
147 148 400
147 160 868
147 194 997
148 25 785
148 128 580
148 149 400
148 174 891
149 55 724
149 129 373
149 136 890
149 150 400
150 64 643
150 115 1132
150 151 400
150 170 269
151 85 256
151 150 747
151 152 400
151 196 495
152 108 884
152 140 203
152 153 400
152 154 620
153 43 610
153 65 671
153 144 686
153 154 400
153 159 1105
153 189 525
154 60 984
154 89 1136
154 93 1144
154 124 564
154 148 386
154 155 400
154 183 962
154 187 1152
155 21 342
155 74 576
155 156 400
155 193 635
156 51 236
156 157 400
156 169 1140
156 170 1129
157 51 804
157 105 638
157 158 400
157 195 634
158 20 371
158 25 1142
158 46 1018
158 89 487
158 135 488
158 159 400
158 164 418
159 160 400
159 193 575
160 34 388
160 35 729
160 104 1072
160 112 694
160 161 400
161 51 649
161 62 895
161 69 345
161 91 1035
161 99 574
161 116 704
161 162 400
161 175 367
161 181 385
162 29 582
162 98 439
162 147 507
162 163 400
162 185 873
162 190 468
163 27 528
163 59 439
163 64 577
163 100 463
163 134 389
163 164 400
164 81 883
164 89 572
164 165 400
164 168 526
164 184 726
164 186 686
165 18 791
165 22 527
165 75 221
165 124 1163
165 161 665
165 166 400
165 170 351
165 192 418
166 58 1137
166 82 1149
166 102 859
166 167 400
167 57 1033
167 109 649
167 120 705
167 168 400
167 199 634
168 28 455
168 145 661
168 167 835
168 169 400
169 24 987
169 30 625
169 170 400
170 58 298
170 162 768
170 171 400
171 5 431
171 36 498
171 100 1017
171 172 400
172 31 682
172 43 472
172 129 246
172 146 810
172 150 435
172 158 443
172 162 582
172 173 400
173 24 1021
173 90 1025
173 111 544
173 144 811
173 174 400
174 116 1074
174 175 400
174 186 519
175 58 934
175 61 955
175 70 1139
175 93 1155
175 98 553
175 176 400
176 9 233
176 63 699
176 87 914
176 160 1127
176 177 400
177 105 358
177 152 1038
177 164 496
177 178 400
178 179 400
178 181 360
179 146 262
179 180 400
180 20 744
180 43 528
180 93 838
180 115 776
180 117 997
180 181 400
181 14 551
181 53 372
181 136 566
181 172 854
181 182 400
182 6 481
182 45 499
182 70 308
182 130 679
182 183 400
183 43 895
183 119 695
183 147 1049
183 165 521
183 184 400
184 39 309
184 48 313
184 153 1070
184 185 400
185 14 1131
185 86 338
185 186 400
185 190 234
186 4 1040
186 187 400
187 99 291
187 122 484
187 181 484
187 188 400
188 92 388
188 112 1156
188 135 1004
188 189 400
188 192 946
189 24 202
189 33 1092
189 188 342
189 190 400
190 13 681
190 30 1188
190 54 363
190 183 605
190 189 640
190 191 400
190 198 1068
191 140 699
191 143 1143
191 174 206
191 175 697
191 192 400
192 30 766
192 61 301
192 109 758
192 151 1151
192 178 973
192 193 400
193 37 590
193 194 400
194 41 356
194 49 377
194 84 442
194 145 829
194 146 793
194 195 400
195 16 1124
195 26 571
195 28 1102
195 109 546
195 128 234
195 136 343
195 168 425
195 196 400
196 15 971
196 48 882
196 58 968
196 75 1034
196 132 1109
196 156 357
196 195 668
196 197 400
197 46 471
197 78 856
197 198 400
198 111 839
198 153 411
198 178 1097
198 199 400
199 54 664
199 83 759
199 136 544
199 148 215
199 200 400
200 1 400
200 124 1043
200 146 1059
200 162 675
