200 1000
37 38 400
37 91 200
37 94 295
37 115 338
37 134 464
37 140 542
37 146 1073
37 150 471
37 152 1008
37 175 523
38 39 400
38 90 1190
38 107 676
38 109 249
38 139 452
38 154 1160
38 157 1079
39 14 483
39 40 400
39 87 320
40 28 796
40 41 400
40 173 288
41 27 676
41 42 400
41 55 1058
41 187 731
42 43 400
42 79 617
42 144 1097
42 167 593
43 44 400
43 56 536
43 60 536
43 104 434
44 45 400
44 54 540
44 105 362
44 127 977
44 152 948
44 173 672
45 30 248
45 46 400
45 49 740
45 61 976
45 70 1032
45 82 1143
45 85 1170
45 119 994
45 125 1115
45 144 919
45 147 854
46 17 252
46 38 1135
46 47 400
47 20 1192
47 44 777
47 48 400
47 67 557
47 86 385
48 18 561
48 49 400
48 78 499
48 140 267
48 173 997
48 190 659
48 197 875
49 5 260
49 27 229
49 42 1168
49 50 400
49 185 628
49 186 201
49 187 586
50 22 412
50 32 873
50 51 400
50 186 965
51 26 863
51 34 435
51 52 400
51 65 816
51 123 615
51 132 573
51 147 299
51 156 257
51 194 884
52 7 249
52 9 753
52 53 400
52 75 839
52 121 258
52 140 953
52 178 623
53 34 411
53 54 400
53 74 954
53 102 1120
54 55 400
54 95 208
54 128 861
54 149 365
55 56 400
55 60 910
55 130 608
55 178 229
56 23 258
56 32 922
56 57 400
56 67 898
56 97 228
57 58 400
57 63 454
57 94 307
57 111 920
57 120 807
57 184 326
57 200 956
58 51 951
58 59 400
58 90 331
58 96 796
58 112 746
58 115 567
58 129 249
58 140 202
58 157 713
59 21 270
59 60 400
59 104 1006
59 141 771
59 143 419
59 147 770
59 185 209
60 12 1174
60 61 400
60 126 845
60 136 1193
60 146 909
61 27 912
61 46 998
61 62 400
61 96 284
61 166 1072
61 173 1026
61 176 965
61 182 982
62 63 400
62 73 373
62 102 657
62 136 885
62 145 1037
62 151 1171
63 23 1194
63 64 400
63 70 957
63 74 656
64 24 621
64 65 400
64 85 896
64 88 947
64 99 1116
64 170 237
64 174 377
65 66 400
65 67 958
65 136 238
65 155 866
65 182 332
66 67 400
66 84 965
66 102 740
66 171 1178
67 1 677
67 15 274
67 57 520
67 62 1022
67 68 400
67 81 558
67 106 1088
67 146 837
67 151 237
67 199 603
68 69 400
68 140 674
69 70 400
69 96 300
69 162 1115
69 188 363
70 11 477
70 30 952
70 71 400
70 74 353
70 131 638
70 136 1045
70 158 1083
70 170 679
71 38 238
71 53 438
71 69 262
71 72 400
71 118 994
71 120 919
71 127 612
71 130 923
71 168 867
72 5 439
72 15 1128
72 52 629
72 73 400
72 86 956
72 132 952
73 74 400
73 86 943
73 135 736
73 136 936
74 30 977
74 53 336
74 67 940
74 75 400
74 186 456
74 188 766
75 76 400
75 121 1122
76 26 984
76 77 400
76 93 578
76 171 318
76 192 894
77 40 1115
77 59 251
77 78 400
77 128 200
77 139 782
78 41 1023
78 79 400
78 105 835
78 125 1067
78 128 239
78 196 342
79 14 258
79 76 1062
79 80 400
79 121 516
79 142 958
80 81 400
80 82 552
80 104 1191
80 128 502
81 61 1173
81 73 648
81 82 400
81 102 599
82 12 505
82 17 887
82 72 630
82 83 400
82 91 1152
82 113 433
82 115 1056
82 161 481
83 27 804
83 84 400
83 187 443
84 76 798
84 85 400
84 90 238
84 172 1198
85 48 795
85 59 541
85 86 400
85 90 213
85 124 906
85 157 544
85 173 868
85 180 244
86 1 865
86 44 452
86 53 534
86 63 1128
86 87 400
86 142 893
86 146 394
87 10 1126
87 35 1172
87 49 1174
87 64 223
87 88 400
87 95 1177
87 104 947
87 105 685
87 134 984
87 141 747
87 150 323
87 191 664
88 47 420
88 89 400
88 107 691
88 142 255
88 150 440
88 156 515
89 73 227
89 79 248
89 90 400
89 186 1016
90 48 614
90 64 208
90 91 400
90 114 935
90 175 1102
91 6 495
91 75 566
91 92 400
91 171 445
91 195 1035
92 5 581
92 26 220
92 35 334
92 47 932
92 71 1151
92 93 400
92 101 302
92 104 1039
92 130 404
92 178 1179
92 181 911
93 40 1123
93 54 229
93 70 298
93 72 325
93 77 651
93 94 400
93 106 746
93 127 381
93 136 720
94 25 1191
94 95 400
94 175 662
94 180 948
94 194 761
95 12 970
95 42 208
95 64 1070
95 96 400
95 178 755
95 184 839
95 193 632
96 97 400
96 112 1079
96 124 772
96 141 916
96 148 544
97 2 330
97 26 811
97 32 651
97 53 616
97 98 400
97 127 1159
97 152 720
98 99 400
99 59 1181
99 67 207
99 100 400
99 108 1188
99 146 893
99 196 939
100 53 1065
100 57 924
100 68 992
100 95 250
100 101 400
100 139 297
101 57 455
101 93 997
101 102 400
101 117 805
101 124 655
101 170 1008
102 27 559
102 40 1103
102 71 759
102 103 400
102 107 1061
102 130 530
102 145 1181
102 162 992
102 189 981
102 192 351
103 11 218
103 23 1138
103 48 629
103 62 978
103 104 400
103 133 647
103 135 527
103 144 266
103 164 992
104 21 919
104 23 1087
104 49 514
104 89 525
104 100 626
104 105 400
104 114 252
104 122 291
104 124 777
104 153 1084
104 166 1080
104 173 495
105 58 1023
105 106 400
105 111 518
106 22 527
106 107 400
106 118 1019
106 119 566
106 192 1067
107 35 399
107 71 1069
107 72 294
107 108 400
107 187 700
108 100 1034
108 109 400
108 120 422
108 157 1067
108 173 272
108 194 356
108 196 327
109 9 663
109 27 473
109 110 400
109 146 553
110 89 291
110 111 400
110 130 1141
110 135 467
110 139 307
110 176 1077
111 29 885
111 85 517
111 112 400
111 181 883
112 4 565
112 48 1035
112 113 400
112 149 904
113 3 1146
113 7 648
113 54 990
113 73 704
113 82 812
113 114 400
114 18 486
114 69 954
114 81 553
114 98 891
114 112 948
114 115 400
115 52 289
115 53 209
115 116 400
115 127 1186
115 134 415
115 142 892
115 152 421
115 175 506
116 45 927
116 47 1124
116 65 722
116 93 295
116 103 1091
116 117 400
116 139 411
116 174 418
116 196 1147
117 32 790
117 61 800
117 73 1059
117 88 410
117 118 400
117 129 914
117 137 801
117 162 647
117 174 330
118 41 1011
118 51 1001
118 54 235
118 77 399
118 86 879
118 119 400
118 133 350
118 187 208
119 46 680
119 64 441
119 120 400
119 190 1133
119 200 511
120 3 806
120 114 523
120 121 400
120 127 1039
120 194 379
121 11 484
121 35 1158
121 122 400
121 144 752
122 105 427
122 120 437
122 123 400
122 129 824
122 181 680
123 39 1121
123 97 425
123 115 641
123 124 400
123 139 887
124 40 921
124 54 567
124 99 803
124 125 400
124 194 365
124 195 576
125 15 739
125 56 610
125 90 498
125 126 400
126 15 263
126 66 825
126 127 400
126 181 647
126 182 267
127 2 611
127 52 631
127 84 558
127 118 377
127 128 400
127 161 214
127 175 804
128 33 851
128 129 400
128 195 529
129 39 427
129 82 557
129 130 400
129 147 241
129 179 1126
129 192 441
130 25 563
130 27 877
130 47 858
130 55 303
130 67 975
130 84 1022
130 104 248
130 120 903
130 131 400
130 175 669
131 4 698
131 53 1120
131 108 936
131 132 400
131 148 785
131 149 930
132 56 558
132 83 1126
132 133 400
132 197 957
133 11 241
133 33 705
133 69 922
133 134 400
134 31 1079
134 37 257
134 69 654
134 106 916
134 112 1132
134 118 1155
134 120 256
134 135 400
135 24 442
135 43 565
135 115 1088
135 136 400
135 140 624
135 148 445
135 166 471
135 179 526
136 39 305
136 49 762
136 84 534
136 112 1143
136 137 400
136 174 1122
137 3 351
137 14 735
137 49 376
137 60 459
137 120 950
137 138 400
138 42 382
138 49 1104
138 61 935
138 79 802
138 96 561
138 108 690
138 139 400
139 7 309
139 78 310
139 82 1052
139 119 1154
139 140 400
140 33 666
140 68 530
140 111 769
140 141 400
140 149 458
140 170 507
140 176 591
141 64 1048
141 134 687
141 142 400
141 178 401
141 180 810
142 12 655
142 26 791
142 101 490
142 143 400
142 165 728
142 198 489
142 200 807
143 112 1120
143 129 443
143 144 400
144 17 910
144 29 1161
144 63 708
144 145 400
144 154 781
144 165 1056
145 5 482
145 13 258
145 27 1075
145 31 710
145 69 869
145 132 658
145 144 895
145 146 400
146 4 501
146 15 407
146 66 914
146 103 461
146 130 1094
146 147 400
146 199 988
147 67 618
147 77 1053
147 124 926
147 148 400
147 151 517
147 174 516
147 175 476
147 178 231
147 184 260
147 189 1026
147 195 456
148 6 1167
148 37 523
148 46 1174
148 51 680
148 62 1016
148 66 404
148 140 1170
148 149 400
149 44 1133
149 51 666
149 74 1079
149 91 1065
149 101 572
149 150 400
149 172 1007
149 187 550
149 190 903
149 196 1168
150 45 632
150 151 400
151 6 760
151 152 400
151 159 238
152 32 1195
152 93 844
152 98 707
152 139 975
152 153 400
152 179 584
152 198 731
153 8 1004
153 17 703
153 31 637
153 70 828
153 112 309
153 154 400
153 158 411
153 163 555
154 126 565
154 155 400
155 29 896
155 34 397
155 37 538
155 79 575
155 91 598
155 121 855
155 156 400
155 162 754
155 168 1016
156 9 294
156 126 221
156 157 400
156 196 486
157 45 1043
157 122 218
157 153 979
157 158 400
158 11 895
158 82 709
158 131 729
158 153 904
158 159 400
158 171 331
158 192 754
159 9 475
159 46 674
159 55 451
159 57 892
159 121 248
159 123 713
159 160 400
160 12 1120
160 61 966
160 66 616
160 137 680
160 161 400
161 36 1134
161 50 902
161 82 941
161 162 400
161 180 1047
162 49 234
162 68 907
162 78 345
162 132 486
162 148 454
162 163 400
162 164 1031
163 6 668
163 14 204
163 24 241
163 28 1162
163 54 1044
163 122 741
163 164 400
163 192 589
164 17 624
164 41 942
164 77 519
164 83 805
164 89 307
164 107 404
164 114 505
164 128 1169
164 160 1097
164 165 400
164 167 651
164 200 756
165 52 1133
165 73 679
165 101 1162
165 136 666
165 166 400
166 91 670
166 109 536
166 167 400
166 181 1031
167 13 376
167 17 822
167 51 688
167 77 951
167 135 673
167 168 400
168 28 1089
168 32 693
168 70 942
168 144 1046
168 169 400
168 179 681
169 57 1171
169 118 694
169 153 517
169 170 400
169 173 1109
170 8 756
170 34 1091
170 42 1135
170 86 201
170 162 202
170 171 400
171 26 1025
171 95 1027
171 106 689
171 118 952
171 172 400
172 20 613
172 79 408
172 98 279
172 134 714
172 158 855
172 173 400
172 191 294
173 31 819
173 54 770
173 76 717
173 118 336
173 174 400
174 1 951
174 4 1160
174 13 1127
174 68 1046
174 76 691
174 80 987
174 91 1029
174 100 979
174 117 249
174 150 988
174 175 400
175 18 372
175 39 1128
175 176 400
176 47 385
176 87 271
176 92 596
176 116 1060
176 118 448
176 155 320
176 160 741
176 163 1088
176 172 781
176 177 400
176 180 1016
176 200 591
177 8 570
177 42 921
177 94 1006
177 101 324
177 145 772
177 178 400
178 3 511
178 29 1168
178 52 664
178 79 1093
178 179 400
179 18 413
179 96 235
179 101 364
179 122 222
179 159 883
179 180 400
180 75 425
180 181 400
180 193 644
181 48 385
181 56 523
181 82 782
181 99 1033
181 161 473
181 165 1059
181 175 437
181 182 400
182 104 509
182 137 357
182 181 630
182 183 400
183 7 1075
183 24 443
183 29 521
183 36 1140
183 84 1108
183 98 536
183 99 896
183 176 491
183 184 400
183 190 666
184 31 949
184 38 239
184 75 643
184 126 1038
184 168 939
184 185 400
184 186 426
185 24 226
185 59 1033
185 139 713
185 186 400
186 52 870
186 151 575
186 172 851
186 187 400
187 38 1114
187 85 232
187 100 495
187 145 200
187 161 279
187 184 669
187 188 400
187 199 693
188 148 499
188 158 476
188 184 831
188 189 400
189 79 211
189 96 1173
189 163 1095
189 173 422
189 190 400
189 192 499
190 6 453
190 29 1033
190 81 1124
190 128 387
190 191 400
190 198 518
191 32 323
191 68 578
191 71 700
191 74 934
191 101 828
191 104 522
191 192 400
192 88 228
192 92 940
192 110 603
192 122 376
192 127 814
192 129 670
192 146 978
192 193 400
193 27 423
193 122 909
193 189 1006
193 191 1182
193 194 400
194 150 202
194 159 688
194 164 279
194 195 400
195 1 791
195 108 794
195 191 414
195 196 400
196 125 1065
196 144 784
196 150 220
196 163 406
196 166 252
196 192 930
196 195 645
196 197 400
197 6 403
197 35 648
197 60 321
197 173 392
197 198 400
198 2 962
198 12 417
198 29 353
198 95 607
198 144 1191
198 160 921
198 163 1157
198 192 364
198 193 313
198 199 400
199 36 459
199 39 1168
199 41 355
199 117 865
199 175 515
199 200 400
200 1 400
200 50 805
200 165 282
200 185 1090
