200 400
142 34 420
142 143 400
143 66 658
143 85 956
143 144 400
144 145 400
145 29 538
145 72 738
145 146 400
146 136 777
146 147 400
147 8 445
147 22 605
147 40 692
147 148 400
147 181 463
148 7 688
148 75 448
148 94 820
148 149 400
149 16 267
149 44 200
149 150 400
150 15 667
150 24 730
150 104 629
150 151 400
151 42 792
151 90 595
151 152 400
151 174 449
152 85 291
152 94 441
152 123 1033
152 148 407
152 153 400
152 162 1112
153 154 400
154 54 1043
154 121 383
154 155 400
154 178 1193
155 55 315
155 156 400
156 157 400
157 73 712
157 110 399
157 158 400
158 72 538
158 107 216
158 108 926
158 159 400
159 103 286
159 160 400
160 55 1180
160 150 242
160 161 400
160 181 532
160 192 709
161 22 1010
161 162 400
162 71 972
162 163 400
163 59 1098
163 64 350
163 76 226
163 77 662
163 91 309
163 164 400
164 78 511
164 165 400
164 167 945
164 199 262
165 18 621
165 163 641
165 166 400
166 17 473
166 56 794
166 153 661
166 167 400
167 145 1177
167 158 441
167 168 400
168 91 762
168 150 975
168 169 400
169 77 720
169 113 226
169 170 400
170 128 544
170 171 400
171 115 831
171 172 400
172 43 449
172 146 918
172 166 900
172 173 400
173 139 1008
173 174 400
173 195 807
174 57 1178
174 133 424
174 175 400
175 176 400
176 29 984
176 86 640
176 177 400
177 95 480
177 102 1092
177 178 400
178 32 997
178 158 500
178 179 400
178 194 631
179 151 351
179 161 682
179 180 400
180 86 562
180 181 400
181 5 687
181 159 871
181 182 400
182 167 634
182 183 400
182 184 773
182 189 1116
183 56 611
183 118 1010
183 184 400
184 86 1082
184 132 937
184 175 1177
184 185 400
185 77 1150
185 157 1171
185 167 1072
185 186 400
186 146 679
186 187 400
187 188 400
188 9 828
188 28 1021
188 166 358
188 189 400
189 59 837
189 131 220
189 163 785
189 190 400
190 25 879
190 165 1021
190 191 400
191 120 944
191 192 400
192 37 1122
192 142 1088
192 193 400
193 92 426
193 147 781
193 194 400
194 38 606
194 80 219
194 195 400
195 30 1190
195 109 991
195 114 440
195 190 701
195 196 400
196 108 459
196 197 400
197 196 817
197 198 400
198 199 400
199 156 374
199 200 400
200 1 400
200 91 450
